"carat","cut","color","clarity","depth","table","price","x","y","z"
1.51,"Premium","I","SI2",58.7,59,7292,7.53,7.49,4.41
0.3,"Ideal","E","VS2",61.5,55,844,4.34,4.31,2.66
0.61,"Very Good","F","VS2",61.8,56,1989,5.42,5.46,3.36
0.51,"Ideal","G","VS1",60.9,56,1708,5.16,5.19,3.15
1,"Good","I","VS1",64,53,3763,6.34,6.28,4.04
0.9,"Very Good","H","VVS2",63.7,57,4592,6.09,6.02,3.86
1,"Premium","G","SI2",62.7,59,4095,6.3,6.36,3.97
0.52,"Ideal","D","SI1",62.2,57,1600,5.13,5.16,3.2
0.41,"Premium","F","VVS2",61.6,59,951,4.73,4.79,2.93
0.71,"Very Good","H","SI1",61.4,58,2076,5.72,5.78,3.53
1.01,"Very Good","E","SI1",63.1,60,5002,6.37,6.34,4.01
0.46,"Ideal","G","IF",62.1,56,1654,4.93,4.96,3.07
0.56,"Premium","H","VS1",60.1,58,1585,5.4,5.35,3.23
0.9,"Very Good","I","SI1",61.8,56,3407,6.19,6.24,3.84
1.01,"Very Good","D","SI1",63.2,58,5654,6.28,6.34,3.99
1,"Good","H","SI1",61.6,61,4405,6.29,6.35,3.89
0.56,"Very Good","G","VS2",60.9,58,1580,5.34,5.36,3.26
1.05,"Premium","H","SI1",61.9,58,4608,6.45,6.5,4.01
0.3,"Premium","H","VVS1",61.1,61,819,4.3,4.27,2.62
0.36,"Ideal","F","VS2",62,55,726,4.55,4.58,2.83
0.3,"Ideal","D","SI1",62.1,54,552,4.31,4.35,2.69
0.37,"Premium","F","VS2",62.7,58,746,4.55,4.58,2.86
0.34,"Ideal","D","VS1",61.2,58,787,4.45,4.5,2.74
1,"Ideal","E","VS2",61.9,56,6048,6.45,6.4,3.98
0.7,"Very Good","H","VS2",63,55.4,2513,5.67,5.7,3.58
0.23,"Premium","E","VS2",62.4,60,513,3.92,3.9,2.44
0.76,"Ideal","H","SI1",61.2,57,2765,5.88,5.91,3.61
1.51,"Premium","H","SI2",60.7,59,5767,7.42,7.37,4.49
0.35,"Premium","H","SI2",61.6,58,566,4.54,4.49,2.78
0.35,"Ideal","I","VS2",59.8,57,630,4.6,4.59,2.75
0.37,"Ideal","F","VS1",61,55,703,4.66,4.69,2.85
0.32,"Ideal","D","VS2",61,56,828,4.41,4.44,2.7
0.88,"Fair","F","SI1",56.6,65,2882,6.39,6.32,3.6
0.31,"Ideal","D","VS2",62.2,55,734,4.31,4.34,2.69
2.21,"Premium","H","SI2",62.9,60,13369,8.27,8.23,5.19
1.5,"Very Good","H","VS1",63.3,59,9173,7.15,7.1,4.51
0.7,"Ideal","G","VS2",60,57,2633,5.8,5.84,3.49
2.05,"Premium","I","VS2",60.8,58,16896,8.26,8.19,5
0.5,"Good","D","SI1",61.1,64,1374,5.05,5.07,3.09
0.42,"Ideal","I","VVS1",62.4,57,945,4.83,4.79,3
1,"Premium","E","SI2",61.7,58,4620,6.34,6.39,3.93
1.21,"Ideal","G","VS2",61.9,55,7996,6.9,6.84,4.25
1.01,"Ideal","I","I1",61.5,57,2896,6.46,6.45,3.97
0.34,"Premium","F","VS2",60.7,60,880,4.5,4.46,2.72
0.3,"Good","D","VVS2",61.6,63,719,4.23,4.27,2.62
1.02,"Ideal","F","SI2",62.4,55,4662,6.46,6.43,4.02
0.44,"Premium","E","VS2",60.4,59,1073,4.93,4.9,2.97
0.41,"Ideal","E","VS1",61.5,56,1007,4.77,4.79,2.94
0.52,"Very Good","I","VS1",61.4,57,1282,5.17,5.19,3.18
0.7,"Very Good","I","SI2",63.4,59,1775,5.66,5.57,3.56
0.56,"Very Good","F","SI1",63.9,59,1425,5.16,5.22,3.32
0.33,"Premium","H","VVS1",61.4,59,752,4.42,4.44,2.72
0.51,"Premium","G","SI2",58.6,59,1026,5.3,5.25,3.09
0.25,"Ideal","F","VS2",61.7,56,535,4.04,4.07,2.5
0.71,"Premium","G","SI2",62.4,59,1963,5.67,5.61,3.52
1.23,"Premium","G","VS2",62,59,8431,6.87,6.8,4.24
0.31,"Very Good","H","VS1",61.7,61,544,4.31,4.34,2.67
1.01,"Ideal","G","VS2",61.6,56,6239,6.43,6.46,3.97
0.52,"Very Good","G","SI1",61.7,57,1311,5.13,5.16,3.17
0.52,"Ideal","F","VS1",61.2,57,1778,5.16,5.2,3.17
1.83,"Very Good","E","SI2",62,57,12379,7.81,7.89,4.87
1.02,"Good","H","SI1",63.5,58,4604,6.36,6.39,4.05
0.7,"Ideal","F","VVS2",61.9,54.8,3741,5.68,5.72,3.53
0.57,"Very Good","D","VS2",62.5,59,1748,5.28,5.32,3.31
0.3,"Very Good","I","SI2",63.3,56,450,4.3,4.26,2.71
0.7,"Very Good","I","VVS2",63,58,2367,5.64,5.69,3.57
0.9,"Very Good","H","SI2",62.1,56,3295,6.13,6.23,3.84
1.54,"Premium","I","SI1",60.1,58,9314,7.53,7.48,4.51
0.46,"Ideal","D","VS1",61.6,57,1637,4.95,4.98,3.06
0.67,"Premium","G","VS2",61,61,2050,5.66,5.61,3.44
0.31,"Ideal","D","VS2",59.4,56,879,4.45,4.4,2.63
1.68,"Ideal","E","SI2",60.4,55,11781,7.7,7.79,4.68
0.3,"Ideal","D","VS2",61.5,55,911,4.35,4.3,2.66
0.32,"Ideal","G","VVS1",61.4,57,814,4.39,4.41,2.7
0.34,"Premium","D","SI1",59.7,59,803,4.57,4.54,2.72
0.74,"Premium","G","SI1",59.6,59,2447,5.94,5.87,3.52
0.3,"Ideal","G","VS1",61.4,55,776,4.36,4.31,2.66
0.69,"Very Good","D","SI1",57.6,62,2227,5.83,5.9,3.38
0.28,"Very Good","H","VVS2",62,55,522,4.21,4.23,2.62
1.02,"Premium","G","VS1",60.8,58,6505,6.52,6.47,3.95
1.12,"Good","J","SI1",63.7,61,3880,6.5,6.54,4.15
1.07,"Ideal","E","SI2",62.5,57,6060,6.56,6.5,4.08
0.7,"Premium","E","VS2",61.5,59,2822,5.73,5.68,3.51
0.3,"Ideal","G","IF",61.7,55,956,4.34,4.31,2.67
0.4,"Premium","H","VVS1",61.8,58,1017,4.69,4.72,2.91
1.01,"Very Good","G","VVS2",63,59,6843,6.34,6.41,4.01
0.33,"Ideal","I","VS2",62.4,56,463,4.39,4.43,2.75
0.3,"Premium","J","VS1",62.6,60,506,4.28,4.22,2.66
0.7,"Premium","F","VS1",60.8,62,2874,5.71,5.67,3.46
0.27,"Ideal","F","VVS2",62,55,760,4.14,4.16,2.57
0.89,"Very Good","E","SI1",62.7,57,4003,6.08,6.13,3.83
1.11,"Premium","I","SI1",60.6,59,4911,6.73,6.66,4.06
0.58,"Ideal","H","SI1",60.9,57,1421,5.38,5.33,3.26
0.57,"Ideal","F","IF",61.3,56,2656,5.32,5.36,3.28
1.06,"Premium","I","VS1",62.4,55,4920,6.57,6.5,4.08
0.27,"Ideal","G","VS2",61.5,55,490,4.18,4.21,2.58
1.23,"Premium","H","VS2",60.6,59,6577,6.94,6.89,4.19
2.23,"Very Good","G","I1",63.5,57,7006,8.24,8.2,5.22
0.9,"Very Good","F","VS2",63.2,58,4504,6.11,6.16,3.88
0.32,"Premium","F","VS2",59.7,59,645,4.41,4.44,2.64
0.41,"Premium","F","VS1",61.1,58,1007,4.74,4.78,2.91
1.22,"Ideal","G","VS1",60.7,57,9166,6.94,6.93,4.21
1.22,"Premium","D","SI2",62,60,6046,6.8,6.74,4.2
0.34,"Premium","D","SI2",59.2,59,650,4.58,4.54,2.7
0.51,"Ideal","D","VS1",62.4,57,1779,5.09,5.13,3.19
0.7,"Ideal","G","SI1",61.3,56,2480,5.73,5.78,3.53
0.51,"Ideal","F","VVS2",60.4,56,2054,5.18,5.22,3.14
0.7,"Ideal","D","VVS2",62,53.4,4369,5.69,5.72,3.54
1.02,"Premium","G","SI2",62.9,59,4370,6.4,6.38,4.02
1.71,"Very Good","J","VS1",61.9,59,10428,7.6,7.69,4.73
0.73,"Good","E","VS1",60.8,61,3471,5.77,5.8,3.52
1,"Very Good","G","VVS1",63.4,57,8115,6.33,6.36,4.02
1.16,"Good","F","SI2",63.7,63,4395,6.55,6.63,4.2
0.53,"Premium","E","SI1",61.8,60,2099,5.21,5.18,3.21
0.41,"Premium","F","VS1",61.2,57,1076,4.8,4.77,2.93
0.31,"Premium","D","VS1",59.7,58,788,4.4,4.45,2.64
0.81,"Ideal","G","SI1",62.2,57,3192,5.97,6.02,3.73
0.31,"Ideal","D","VS2",62.6,56,734,4.33,4.36,2.72
0.31,"Very Good","G","VS2",63.5,58,698,4.29,4.22,2.7
0.8,"Premium","D","SI2",61.1,58,3082,5.94,5.9,3.62
0.9,"Very Good","F","SI2",61.3,60,3468,6.18,6.22,3.8
0.6,"Premium","F","VVS2",61.1,58,2560,5.41,5.45,3.32
0.24,"Very Good","D","VS2",61.4,60,373,3.98,4,2.45
2.02,"Ideal","J","SI1",62.7,54.2,12884,8.03,8.08,5.05
0.83,"Ideal","D","VS2",62,54.9,4378,6.03,6.04,3.74
0.91,"Ideal","I","SI2",61.6,57,3034,6.23,6.24,3.84
1.11,"Premium","F","SI2",62.2,57,5284,6.67,6.61,4.13
0.7,"Ideal","F","SI2",62.6,53,2011,5.72,5.69,3.57
0.97,"Premium","F","SI1",59.9,59,4726,6.39,6.36,3.82
1.03,"Good","J","SI2",56.2,62,3188,6.69,6.73,3.77
0.82,"Good","G","VS2",64,57,2805,5.92,5.89,3.78
1.82,"Premium","I","VS1",61.4,60,13813,7.8,7.83,4.8
1.59,"Premium","E","SI2",62.3,58,6010,7.42,7.37,4.61
0.3,"Ideal","G","VS2",61.8,56,507,4.29,4.32,2.66
0.5,"Premium","D","VS2",61.1,58,1845,5.12,5.09,3.12
0.94,"Ideal","F","VS2",61.2,57,7120,6.29,6.33,3.86
0.53,"Ideal","F","VS1",62.4,57,1832,5.18,5.21,3.24
0.52,"Ideal","F","SI2",61.5,55,1121,5.17,5.2,3.19
1.01,"Very Good","G","VS2",63,57,5919,6.35,6.42,4.02
0.38,"Premium","D","SI1",59.7,60,941,4.69,4.66,2.79
0.39,"Ideal","F","IF",61.9,57,1368,4.68,4.69,2.9
0.33,"Ideal","G","VVS2",61.6,54,730,4.44,4.49,2.75
0.3,"Ideal","F","IF",60.8,57,873,4.34,4.38,2.65
1.39,"Very Good","H","VS2",59.5,61,8951,7.27,7.33,4.34
1,"Premium","G","VS2",60,59,6451,6.54,6.46,3.9
0.32,"Good","H","SI1",63.1,54,449,4.36,4.42,2.77
0.33,"Ideal","D","VS2",61.9,56,1002,4.44,4.42,2.74
0.3,"Very Good","H","SI1",63.1,56,554,4.29,4.27,2.7
1.01,"Premium","D","SI2",62.2,60,4672,6.43,6.4,3.99
1.31,"Ideal","F","VS1",61.9,54,10957,7.03,7.06,4.35
0.74,"Very Good","J","VS2",60.8,58,2003,5.79,5.85,3.54
0.8,"Ideal","E","VS2",60.9,57,3930,6.01,6.05,3.67
1.77,"Premium","I","VS2",62.3,58,12378,7.74,7.68,4.8
0.31,"Good","I","VVS1",63.1,59,571,4.25,4.31,2.7
0.43,"Premium","D","SI1",61,58,774,4.83,4.88,2.96
0.32,"Ideal","G","VS2",61.8,55,720,4.42,4.41,2.73
0.41,"Premium","H","SI1",60.9,60,683,4.79,4.83,2.93
1.28,"Very Good","G","VVS1",60.3,59,11214,6.99,7.03,4.23
0.71,"Premium","F","SI1",59.8,62,2756,5.74,5.73,3.43
0.38,"Ideal","G","VS1",61.8,56,833,4.64,4.65,2.87
0.52,"Ideal","E","VS2",61.5,56,1760,5.16,5.18,3.18
0.53,"Ideal","F","VVS1",61.4,56,2618,5.21,5.25,3.21
0.39,"Ideal","F","VS2",60,57,1053,4.76,4.7,2.84
0.72,"Ideal","F","VS2",62.5,56,2546,5.73,5.76,3.59
0.71,"Premium","F","VS2",58,62,2803,5.85,5.81,3.38
0.7,"Ideal","G","SI1",61.9,56,2414,5.66,5.71,3.52
1.35,"Premium","H","VS2",61.5,58,7918,7.09,7.15,4.38
1.01,"Good","F","SI2",64,56,3768,6.25,6.32,4.02
1.51,"Very Good","I","IF",62.1,59,12291,7.25,7.31,4.52
0.41,"Premium","E","VS2",61.3,58,999,4.79,4.74,2.92
0.9,"Very Good","D","VS1",63.4,58,5511,6.15,6.09,3.88
1.21,"Premium","G","VS1",59.5,58,8305,6.97,7.01,4.16
0.5,"Very Good","D","VVS2",63.3,55,2310,5.08,5.06,3.21
0.72,"Premium","D","SI1",62.7,59,2782,5.73,5.69,3.58
0.58,"Premium","I","VVS1",62.6,59,1758,5.31,5.27,3.31
1.26,"Ideal","G","VVS2",60.9,57,10886,6.98,7.01,4.26
0.3,"Very Good","J","VS1",63.4,55,506,4.3,4.25,2.71
0.32,"Premium","H","VS2",61.7,59,505,4.35,4.4,2.7
0.51,"Premium","F","SI1",59.4,61,1349,5.26,5.21,3.11
1.26,"Ideal","E","VVS2",61.1,57,14429,7,6.98,4.27
1.2,"Ideal","I","SI2",63,57,4596,6.77,6.7,4.24
0.34,"Very Good","G","VVS2",62.3,59,740,4.45,4.48,2.78
0.33,"Ideal","E","SI1",62.5,55,579,4.42,4.45,2.77
1.52,"Fair","G","VS2",55.2,66,10623,7.72,7.67,4.26
0.4,"Premium","E","VS1",60.3,58,1053,4.8,4.82,2.9
0.35,"Premium","E","VS2",59.2,58,984,4.63,4.59,2.73
0.5,"Ideal","E","SI1",61.2,56,1555,5.12,5.15,3.14
1.16,"Fair","F","VS1",57.8,67,7094,6.97,6.84,3.99
0.92,"Ideal","D","SI1",62.2,56,4561,6.23,6.27,3.89
1.33,"Premium","G","VS2",58.6,61,9682,7.21,7.17,4.21
0.31,"Premium","E","VS1",60.5,59,734,4.36,4.37,2.64
0.3,"Ideal","D","VS2",61.4,58,670,4.29,4.31,2.64
1.03,"Ideal","G","SI1",60.1,59,5111,6.6,6.57,3.96
0.59,"Ideal","E","SI1",61.1,56,1790,5.38,5.44,3.31
1.23,"Premium","G","VS1",61.3,58,8759,6.87,6.89,4.22
0.4,"Premium","H","VS1",62.7,56,1035,4.73,4.71,2.96
0.44,"Very Good","D","VS2",62.8,58,850,4.79,4.86,3.03
1.12,"Ideal","H","SI1",61.9,57,5521,6.64,6.68,4.12
0.55,"Very Good","D","SI1",60.7,58,1692,5.24,5.3,3.2
0.31,"Ideal","E","VS1",61.7,53,800,4.36,4.39,2.7
0.37,"Premium","G","VVS2",62.2,58,787,4.56,4.6,2.85
0.54,"Very Good","F","VS1",60,61,1657,5.31,5.26,3.17
0.54,"Ideal","H","SI1",62.2,56,1154,5.19,5.26,3.25
0.7,"Good","E","SI2",57.5,58,2229,5.8,5.85,3.35
0.61,"Ideal","E","VVS2",61.3,54,2823,5.51,5.59,3.4
0.5,"Premium","H","SI1",59,59,1156,5.22,5.18,3.07
1.35,"Premium","H","SI1",62.4,58,7673,7.03,6.95,4.36
0.7,"Ideal","F","SI2",60.6,57.2,2237,5.75,5.77,3.49
0.32,"Ideal","E","VS2",62.1,55,900,4.42,4.4,2.74
1.31,"Premium","H","SI2",61.4,60,6236,7.04,7,4.31
1.12,"Very Good","H","SI2",60.9,60,4498,6.71,6.76,4.1
0.31,"Premium","D","VVS1",61.1,56,1060,4.42,4.35,2.68
2.02,"Ideal","H","SI1",62.4,58,17141,8.07,8.03,5.02
1.55,"Very Good","D","SI2",58.9,57,11284,7.59,7.63,4.48
1.05,"Good","H","SI1",63.1,60,4608,6.42,6.49,4.07
1.52,"Ideal","G","VVS2",60.6,57,15760,7.45,7.49,4.52
0.7,"Very Good","G","SI1",62.8,57,2276,5.62,5.66,3.54
2.02,"Premium","I","VS1",61.2,59,17153,8.13,8.05,4.95
0.4,"Ideal","F","VVS1",61.7,56,1263,4.72,4.75,2.92
0.4,"Premium","F","VS1",61.4,58,982,4.73,4.75,2.91
0.35,"Ideal","E","VS1",61.9,56,829,4.51,4.53,2.8
0.91,"Ideal","H","SI1",62.4,57,3635,6.18,6.23,3.87
2.38,"Premium","G","SI2",62.4,58,14648,8.59,8.47,5.32
1,"Premium","H","VVS2",60.3,59,6037,6.46,6.41,3.88
0.32,"Very Good","G","VVS1",58.1,59,842,4.49,4.53,2.62
0.71,"Very Good","G","SI1",61.7,59,2448,5.72,5.78,3.55
0.73,"Premium","F","SI1",62.1,58,2527,5.74,5.72,3.56
1.05,"Premium","E","I1",62.2,61,3293,6.51,6.48,4.04
1.52,"Ideal","E","SI1",62.2,53,11642,7.38,7.31,4.57
0.29,"Very Good","F","VVS1",62.3,58,664,4.22,4.25,2.64
0.34,"Ideal","E","SI1",61.7,56,765,4.52,4.49,2.78
0.31,"Premium","H","SI1",59,57,573,4.44,4.4,2.61
1.11,"Very Good","G","SI2",63.2,56,4848,6.61,6.56,4.16
1.23,"Premium","G","VS1",59.8,57,9574,6.99,6.96,4.17
0.5,"Premium","E","SI2",59.4,60,1181,5.21,5.16,3.08
0.63,"Ideal","G","SI1",61.7,54,1628,5.52,5.56,3.42
0.39,"Ideal","I","IF",60.8,56,865,4.73,4.75,2.88
1,"Very Good","G","VS2",60,55,5385,6.41,6.52,3.88
0.9,"Premium","E","SI1",62.8,58,4677,6.13,6.09,3.84
0.31,"Ideal","D","VS2",60.7,56,942,4.38,4.35,2.65
0.34,"Ideal","D","SI1",60.9,56,596,4.53,4.56,2.76
0.55,"Ideal","E","VS1",62.2,55,2079,5.26,5.22,3.26
1.35,"Ideal","G","VS1",62.7,57,10850,7.07,7.02,4.42
1,"Very Good","F","SI2",63.3,58,4269,6.26,6.29,3.97
1.01,"Very Good","F","SI2",63.4,54,4270,6.42,6.39,4.06
0.65,"Premium","F","VS2",59,62,1853,5.68,5.65,3.34
1.53,"Very Good","G","SI1",62.5,56,9971,7.32,7.36,4.59
1.01,"Premium","G","VS2",61.5,60,6108,6.45,6.42,3.96
2.06,"Premium","I","SI2",62.2,60,11190,8.14,8.1,5.05
0.31,"Premium","J","SI1",58.1,62,453,4.47,4.44,2.59
0.42,"Premium","E","SI1",61.6,59,773,4.83,4.85,2.98
1,"Good","G","VVS2",63.1,58,7453,6.33,6.37,4.01
1.1,"Ideal","E","SI1",61.3,56,6743,6.65,6.7,4.09
1.01,"Premium","F","VS2",61.7,58,7240,6.47,6.43,3.98
0.41,"Ideal","G","VS2",62.2,57,1061,4.74,4.71,2.94
0.34,"Very Good","G","VVS1",59,62,835,4.56,4.6,2.7
0.27,"Very Good","D","VVS2",61.6,59,620,4.15,4.16,2.56
0.76,"Ideal","E","SI1",61.7,57,2949,5.84,5.89,3.62
0.7,"Ideal","H","VVS1",61.5,57,3517,5.69,5.73,3.51
0.32,"Ideal","H","VS2",62.8,55,648,4.41,4.38,2.76
0.35,"Ideal","F","VVS2",61.2,56,872,4.56,4.58,2.8
2,"Good","G","SI2",64.3,56,12654,7.93,7.89,5.09
0.91,"Very Good","H","SI1",62.2,60,3734,6.16,6.22,3.85
1.01,"Premium","F","SI2",61,60,4197,6.48,6.44,3.94
0.4,"Very Good","E","SI1",62.2,62,687,4.66,4.69,2.91
0.73,"Ideal","J","VS2",62.3,55,2101,5.74,5.78,3.59
0.53,"Ideal","I","VS2",60.3,60,1279,5.25,5.22,3.16
0.32,"Premium","D","SI1",62.3,55,756,4.42,4.38,2.74
1.01,"Premium","I","SI1",61.8,58,4185,6.45,6.37,3.96
0.5,"Premium","F","VVS2",60.6,58,1814,5.2,5.1,3.12
0.4,"Ideal","E","VVS2",62.2,56,1158,4.71,4.78,2.95
0.4,"Premium","E","VS1",62.8,59,1125,4.67,4.63,2.92
0.35,"Premium","G","SI1",60.6,58,669,4.6,4.58,2.78
0.34,"Very Good","H","VS2",60,58,521,4.52,4.56,2.72
0.7,"Very Good","H","SI2",63.8,59,1807,5.6,5.63,3.58
1.01,"Good","G","SI1",58.4,61,5051,6.51,6.61,3.83
0.57,"Very Good","D","VS2",61.4,56,1998,5.34,5.37,3.29
0.5,"Premium","G","VS1",60.3,60,1629,5.1,5.08,3.07
1.09,"Good","F","SI1",61,64,4230,6.63,6.58,4.03
0.35,"Ideal","D","VVS1",60.8,55,1330,4.58,4.6,2.79
0.74,"Ideal","H","VS2",62.5,54,2497,5.76,5.82,3.62
1.3,"Premium","F","VS1",61,59,10930,7.05,7.08,4.31
0.3,"Very Good","D","VS1",62,55,863,4.31,4.35,2.68
0.3,"Ideal","D","VS2",60.9,57,911,4.35,4.32,2.64
0.4,"Good","E","SI1",63.6,57,687,4.65,4.69,2.97
0.8,"Good","E","VS2",63.3,59,3365,5.82,5.87,3.7
0.35,"Ideal","F","VS2",61.4,56,906,4.56,4.53,2.79
1.21,"Ideal","H","VS2",62.4,59,7236,6.81,6.79,4.24
1.2,"Very Good","H","VVS1",63.3,56,6672,6.75,6.7,4.26
0.9,"Very Good","I","SI1",61.4,55,3271,6.19,6.28,3.83
0.7,"Very Good","D","VS1",63.4,59,3001,5.58,5.55,3.53
0.57,"Ideal","F","SI1",61.6,56,1397,5.36,5.33,3.29
0.41,"Premium","G","VS2",61.8,58,1061,4.77,4.75,2.94
1.07,"Ideal","E","VVS2",61.4,56,10043,6.65,6.55,4.05
1.01,"Good","F","SI2",63.9,54,4416,6.33,6.44,4.08
1.02,"Ideal","G","VVS1",61.5,57,8317,6.47,6.44,3.97
1.03,"Premium","F","SI1",58.6,62,5087,6.65,6.6,3.88
0.31,"Premium","E","VS2",60.8,58,872,4.37,4.35,2.65
1,"Very Good","J","SI2",62.8,63,3293,6.26,6.19,3.19
1,"Very Good","F","VVS1",61.1,57,9870,6.36,6.51,3.93
0.7,"Fair","D","SI1",66.5,55,2339,5.51,5.47,3.65
1.21,"Premium","H","VS1",61.9,60,6607,6.88,6.78,4.23
0.72,"Good","J","SI1",60.1,64,1663,5.83,5.75,3.48
0.56,"Ideal","D","VS2",61.6,56,2066,5.31,5.27,3.26
0.31,"Fair","E","SI1",56.9,66,579,4.53,4.47,2.56
1.22,"Premium","H","VS2",61.4,62,5944,6.92,6.76,4.22
1.21,"Very Good","F","SI1",60.2,60,7877,6.92,6.96,4.18
0.43,"Ideal","G","VS1",61.9,55,1008,4.86,4.84,3
0.31,"Ideal","H","VVS2",62.3,54,630,4.36,4.38,2.72
1.53,"Premium","F","VS1",60.3,58,15217,7.51,7.48,4.52
0.23,"Good","G","VVS1",56.2,60,395,4.14,4.19,2.34
1.39,"Very Good","E","VS1",60.9,61,12614,7.15,7.19,4.37
1.13,"Ideal","F","VS2",62.1,56,7369,6.65,6.71,4.15
1.31,"Ideal","J","SI1",62.5,56,6337,6.95,7.04,4.37
0.46,"Good","F","VS1",59.9,61.9,1168,5.02,5.06,3.01
0.5,"Ideal","E","VS2",61.8,55,1746,5.11,5.06,3.14
0.38,"Ideal","I","VS1",61.6,55,700,4.68,4.73,2.9
1.53,"Premium","J","VS2",62.9,59,7554,7.34,7.31,4.61
1,"Good","G","VVS2",62.4,61,6748,6.32,6.3,3.94
1.21,"Very Good","F","VS2",62.9,54,8403,6.78,6.82,4.28
0.63,"Premium","E","VS1",61.8,60,2064,5.51,5.49,3.4
0.4,"Very Good","D","SI2",61.6,59,666,4.68,4.74,2.9
1.06,"Premium","I","SI2",61.5,57,2968,6.57,6.49,4.02
0.3,"Very Good","H","SI1",63,54,421,4.27,4.3,2.7
1.01,"Very Good","F","VS2",63.7,56,6289,6.29,6.34,4.02
1.07,"Premium","I","SI1",58.4,60,4075,6.78,6.68,3.93
0.6,"Very Good","J","SI2",62.9,60,1022,5.34,5.38,3.37
0.75,"Premium","F","SI2",60.5,58,2394,5.91,5.86,3.56
0.7,"Very Good","G","VS2",63.1,55,2657,5.64,5.61,3.55
0.3,"Ideal","I","VS2",61.5,58,438,4.28,4.31,2.64
0.31,"Good","D","SI2",63.6,54,462,4.31,4.34,2.75
2,"Premium","D","SI2",61.9,59,13098,8.02,8,4.98
0.76,"Very Good","G","SI1",63.7,58,2579,5.75,5.8,3.68
0.74,"Ideal","G","SI2",61.7,56,2690,5.8,5.87,3.6
0.3,"Premium","F","VVS2",61.1,59,737,4.29,4.32,2.63
0.33,"Premium","E","SI1",61.1,58,579,4.43,4.47,2.72
0.3,"Premium","E","VS2",60.4,58,658,4.3,4.34,2.61
0.32,"Ideal","G","VVS1",61.1,53,1080,4.44,4.4,2.7
1.1,"Premium","D","VVS2",61.7,56,11233,6.65,6.64,4.1
0.54,"Ideal","D","SI2",61.3,57,1247,5.27,5.24,3.22
1.23,"Ideal","F","SI2",62.3,58,5894,6.8,6.84,4.25
2.72,"Fair","J","I1",68.2,56,6870,8.46,8.43,5.76
0.73,"Very Good","E","VVS2",63.4,58,3511,5.68,5.7,3.61
0.43,"Ideal","F","SI1",61.6,57,1016,4.85,4.8,2.97
0.6,"Fair","G","SI1",65.7,55,1197,5.31,5.23,3.46
2,"Very Good","J","SI2",60.9,54,10907,8.12,8.17,4.96
0.59,"Good","J","IF",63.7,59,2053,5.3,5.28,3.37
1.54,"Fair","F","SI2",64.4,60,7848,7.26,7.16,4.64
1,"Good","G","VS1",63.9,55,5920,6.28,6.34,4.03
1.27,"Very Good","G","VVS2",61.5,58,10321,6.9,6.96,4.26
0.39,"Very Good","F","SI1",61.3,62,670,4.68,4.71,2.88
1.13,"Ideal","I","SI2",62,55,5378,6.68,6.7,4.15
0.61,"Very Good","E","VS2",60.1,60,1884,5.5,5.54,3.32
1.02,"Ideal","F","I1",61,56,3599,6.53,6.51,3.98
0.54,"Ideal","F","VVS2",62.1,54,2180,5.24,5.26,3.26
1.01,"Ideal","G","VS2",62.6,56,6964,6.41,6.44,4.02
0.53,"Ideal","E","VS2",61.3,55,1739,5.22,5.25,3.21
0.71,"Ideal","G","SI1",60.5,56.4,2751,5.76,5.8,3.5
2.19,"Ideal","H","SI1",60.6,57,18475,8.39,8.35,5.07
0.61,"Ideal","E","VS2",62.2,54,2278,5.51,5.49,3.42
0.91,"Premium","H","VVS1",62.5,59,4944,6.19,6.16,3.86
0.38,"Ideal","G","VS1",61.3,55.8,832,4.65,4.71,2.87
0.54,"Premium","D","SI1",62,55,1786,5.24,5.21,3.24
0.55,"Ideal","F","VS1",61.3,57,1809,5.25,5.28,3.23
0.52,"Ideal","D","VVS2",59.9,57,2217,5.21,5.28,3.14
0.34,"Good","E","SI1",63.3,57,556,4.44,4.47,2.82
2.19,"Premium","H","SI1",61.6,58,17016,8.35,8.3,5.13
0.35,"Ideal","F","SI2",62.8,55,591,4.53,4.48,2.83
1.07,"Good","G","SI1",63.1,59,4861,6.45,6.49,4.08
1.04,"Premium","E","VS1",58.6,59,6765,6.68,6.64,3.9
1.22,"Premium","I","SI1",62.3,58,5233,6.77,6.81,4.23
2,"Fair","F","SI2",70.2,57,15351,7.63,7.59,5.34
1.5,"Ideal","I","VS1",60.5,56,9533,7.38,7.46,4.49
0.9,"Very Good","I","SI1",63.3,59,3251,6.14,6.05,3.86
1.15,"Premium","G","VVS2",58.4,59,8501,6.92,6.84,4.02
0.32,"Ideal","G","VS1",62.1,55,645,4.4,4.42,2.74
0.51,"Good","E","SI1",63.6,59,1241,5.13,5.06,3.24
1,"Good","J","SI1",63.9,60,3679,6.26,6.19,3.98
0.38,"Premium","E","SI2",59.9,56,596,4.79,4.72,2.85
1.3,"Ideal","I","SI1",62.3,58,6451,6.94,7,4.34
1.12,"Premium","H","VS2",60.6,59,6052,6.77,6.7,4.08
0.35,"Premium","H","VVS1",59.9,59,798,4.57,4.61,2.75
2.01,"Good","I","SI1",64.1,60,10184,7.92,7.88,5.06
0.53,"Very Good","G","SI1",61.2,55,1237,5.21,5.34,3.23
1.01,"Ideal","G","VS1",61.3,56,5294,6.49,6.44,3.96
1.06,"Premium","G","VS2",60.4,58,6296,6.64,6.68,4.02
0.31,"Ideal","H","VVS2",62.4,56,802,4.38,4.34,2.72
